"Fornecedor","ContaContabil","Unidade de Medida","Qtd. a Receber","Qtd. Comprada","Valor a Receber","Valor Comprado"
14,1,3,0,924,"0.0","1903.44"
14,1,3,0,1200,"0.0","3168.0"
14,1,0,600,600,"756.0","756.0"
14,1,15,170,170,"1718.7","1718.7"
0,1,3,28,1092,"3139.36","122435.04"
0,1,3,28,364,"3139.36","40811.68"
12,0,6,0,48000,"0.0","2400.0"
12,0,6,0,24000,"0.0","3360.0"
12,0,6,0,24000,"0.0","2880.0"
12,0,6,0,72000,"0.0","30960.0"
4,1,3,0,1624,"0.0","340812.64"
17,0,6,0,270000,"0.0","5400.0"
17,0,6,0,6000,"0.0","120.0"
17,0,6,0,72000,"0.0","34560.0"
2,3,3,12,2700,"14.76","3321.0"
2,3,3,0,3510,"0.0","4527.9"
2,1,16,0,180,"0.0","7194.6"
2,1,0,0,1820,"0.0","5241.6"
27,1,1,12,12,"76469.04","76469.04"
27,1,1,36,36,"229407.12","229407.12"
4,1,3,0,2100,"0.0","562422.0"
59,3,5,0,18900,"0.0","15120.0"
37,1,5,0,720,"0.0","50940.0"
6,7,1,0,120,"0.0","168786.0"
60,1,3,0,540,"0.0","1042.2"
13,1,1,0,32,"0.0","58159.36"
23,1,5,540,540,"132775.2","132775.2"
53,1,0,0,10380,"0.0","187359.0"
53,1,5,0,190,"0.0","2044.4"
4,1,3,0,168,"0.0","285.609999696"
0,1,1,0,150,"0.0","155548.5"
0,1,1,0,18,"0.0","168172.2"
0,1,3,0,2340,"0.0","322732.8"
4,1,1,0,72,"0.0","115763.04"
10,0,6,0,268800,"0.0","134400.0"
4,1,5,0,720,"0.0","149443.2"
22,1,3,28,196,"51.8","362.6"
58,1,1,0,6200,"0.0","71300.0"
17,0,2,0,270000,"0.0","5400.0"
53,1,4,0,120,"0.0","974.4"
53,1,3,0,60,"0.0","11163.0"
53,1,0,0,120,"0.0","58989.6"
53,0,6,0,6400,"0.0","6144.0"
54,1,5,0,120,"0.0","46.8"
2,1,3,0,1200,"0.0","324.0"
1,0,2,0,12000,"0.0","1320.0"
1,0,2,0,17400,"0.0","1914.0"
14,1,3,0,6,"0.0","12.36"
0,1,3,0,360,"0.0","49651.2"
32,1,4,0,320,"0.0","797100.8"
53,1,4,0,90,"0.0","913.5"
53,1,16,0,2,"0.0","250.32"
53,1,3,0,84,"0.0","159.6"
53,3,3,0,459,"0.0","683.91"
53,3,3,0,60,"0.0","440.4"
53,3,8,0,30,"0.0","562.5"
53,1,5,0,224,"0.0","27144.32"
53,3,0,0,30,"0.0","211.8"
53,3,5,0,56,"0.0","408.24"
53,3,3,0,180,"0.0","82.8"
14,1,16,0,110,"0.0","9356.6"
14,1,4,0,24,"0.0","24264.72"
4,1,3,0,2700,"0.0","284202.0"
13,1,3,600,600,"864.0","864.0"
1,1,1,24,24,"229534.08","229534.08"
1,1,1,0,72,"0.0","688602.24"
61,0,2,0,2050000,"0.0","41000.0"
54,1,1,0,10,"0.0","170.6"
54,1,22,0,7,"0.0","210.14"
54,1,5,0,270,"0.0","264.6"
54,1,3,0,20,"0.0","92.0"
54,1,3,0,140,"0.0","22552.6"
54,1,5,0,700,"0.0","273.0"
54,3,3,0,210,"0.0","930.3"
53,1,3,0,60,"0.0","3.6"
53,1,5,0,90,"0.0","28563.3"
53,1,1,0,28,"0.0","20843.76"
53,1,0,0,30,"0.0","13.8"
53,4,0,0,1,"0.0","1301.65"
53,2,0,0,270,"0.0","143.1"
53,1,4,0,10,"0.0","101.5"
53,1,0,0,14,"0.0","253.82"
53,1,18,0,5,"0.0","265.9"
53,1,15,0,2,"0.0","366.9"
10,0,6,0,38250,"0.0","89122.5"
12,0,6,0,12750,"0.0","29707.5"
14,1,3,0,1500,"0.0","2445.0"
14,1,3,0,900,"0.0","819.0"
14,1,3,0,1200,"0.0","612.0"
53,3,3,0,240,"0.0","55.2"
54,1,4,0,8,"0.0","8088.24"
54,1,1,0,285,"0.0","31350.0"
62,1,3,0,1140,"0.0","10100.4"
62,1,20,0,250,"0.0","21497.5"
48,2,0,1,1,"78000.0","78000.0"
53,1,3,0,168,"0.0","27063.12"
53,3,3,0,120,"0.0","880.8"
3,1,1,0,17,"0.0","8980.76"
3,1,1,0,47,"0.0","60851.84"
3,1,0,0,2,"0.0","24263.58"
3,1,1,0,7,"0.0","257890.5"
3,1,1,0,30,"0.0","21345.9"
3,1,1,0,8,"0.0","2330.4"
3,1,1,0,6,"0.0","10904.88"
3,1,0,0,200,"0.0","5398.0"
3,1,18,0,50,"0.0","2659.0"
3,1,1,0,300,"0.0","33000.0"
3,3,5,0,112,"0.0","816.48"
3,0,2,0,224000,"0.0","4480.0"
3,1,3,0,4200,"0.0","287280.0"
3,1,3,0,60,"0.0","165.6"
3,1,1,0,21,"0.0","27675.27"
3,1,3,0,120,"0.0","195.6"
3,1,0,0,1500,"0.0","23550.0"
3,1,0,0,120,"0.0","114.0"
3,1,16,0,6,"0.0","109.56"
3,1,3,0,28,"0.0","2916.48"
3,1,3,0,224,"0.0","47008.64"
3,3,3,0,120,"0.0","1468.8"
3,1,3,0,120,"0.0","58.8"
3,1,3,0,270,"0.0","270.0"
3,1,3,0,450,"0.0","292.5"
3,1,3,0,150,"0.0","487.5"
3,1,0,0,360,"0.0","57560.4"
3,1,0,0,400,"0.0","776.0"
3,1,3,0,180,"0.0","72.0"
3,1,0,0,60,"0.0","5914.8"
3,3,3,0,120,"0.0","86.4"
3,3,5,0,1200,"0.0","2652.0"
3,3,3,0,420,"0.0","96.6"
54,1,5,0,120,"0.0","8500.8"
54,1,1,0,1,"0.0","666.0"
54,1,5,0,15,"0.0","276.9"
54,3,3,0,100,"0.0","4.0"
54,3,3,0,84,"0.0","92.4"
0,1,3,0,360,"0.0","49651.2"
4,7,5,0,1250,"0.0","2137.5"
63,3,16,0,50,"0.0","147.0"
52,7,16,0,12,"0.0","2148.0"
46,1,1,480,480,"96484.8","96484.8"
4,1,1,0,109,"0.0","555509.78"
13,1,3,0,600,"0.0","864.0"
53,2,16,0,29,"0.0","507.5"
53,1,16,0,12,"0.0","1013.52"
53,1,0,0,130,"0.0","12815.4"
53,1,5,0,90,"0.0","1661.4"
53,1,1,0,1,"0.0","383.04"
53,3,3,0,30,"0.0","1570.8"
53,3,3,0,60,"0.0","440.4"
53,0,2,0,30000,"0.0","1800.0"
64,0,6,0,250,"0.0","582.5"
54,1,5,0,120,"0.0","8500.8"
37,7,1,0,390,"0.0","593463.0"
37,7,1,0,130,"0.0","197821.0"
37,7,1,0,390,"0.0","593463.0"
37,7,1,0,390,"0.0","593463.0"
37,7,1,0,390,"0.0","593463.0"
10,0,6,0,250,"0.0","582.5"
54,1,0,0,32,"0.0","82.88"
54,1,3,0,30,"0.0","35.1"
54,1,0,0,20,"0.0","1971.6"
54,3,3,0,120,"0.0","222.0"
8,1,8,0,180,"0.0","3016.8"
53,1,17,0,3,"0.0","7664.79"
53,1,16,0,2,"0.0","36.52"
53,1,3,0,360,"0.0","49651.2"
53,3,3,0,90,"0.0","117.0"
53,3,8,0,60,"0.0","928.8"
45,1,5,0,1100,"0.0","1870.0"
45,1,5,756,2240,"363008.52","1075580.8"
46,1,24,360,360,"14126.4","14126.4"
50,1,1,54,54,"57267.0","57267.0"
53,1,0,0,60,"0.0","837.0"
53,1,3,0,28,"0.0","2916.48"
53,1,3,0,42,"0.0","8814.12"
53,1,0,0,56,"0.0","161.28"
53,1,3,0,90,"0.0","24103.8"
53,1,1,0,4,"0.0","4150.8"
53,3,3,0,660,"0.0","151.8"
53,0,6,0,36800,"0.0","18032.0"
53,0,6,0,7200,"0.0","3528.0"
53,0,26,0,5,"0.0","343.05"
53,2,0,0,56,"0.0","58.8"
53,1,0,0,15,"0.0","172.2"
53,0,6,0,1600,"0.0","784.0"
53,0,6,0,8000,"0.0","1120.0"
54,2,0,0,97,"0.0","101.85"
54,2,27,0,150,"0.0","280.5"
54,1,3,0,180,"0.0","33489.0"
54,3,3,0,60,"0.0","12.6"
54,3,0,0,90,"0.0","898.2"
54,3,5,0,180,"0.0","397.8"
54,3,8,0,30,"0.0","196.8"
53,1,0,0,240,"0.0","1327.2"
53,1,3,0,180,"0.0","24825.6"
0,1,16,0,60,"0.0","310628.4"
66,1,1,0,150,"0.0","47997.0"
4,1,17,0,83,"0.0","211587.75"
4,1,3,0,1080,"0.0","116910.0"
67,1,10,0,504,"0.0","66507.84"
67,1,3,42,546,"6055.14","78716.82"
67,1,3,0,3920,"0.0","21638.4"
68,1,1,0,5138,"0.0","565180.0"
69,1,3,0,9000,"0.0","5220.0"
28,1,0,0,1800,"0.0","45270.0"
4,1,5,0,1680,"0.0","318343.2"
66,1,3,0,600,"0.0","21658.02"
66,1,3,0,2100,"0.0","1113.0"
66,1,3,0,940,"0.0","1485.2"
66,1,16,0,340,"0.0","3253.8"
66,3,3,0,4500,"0.0","2100.15"
66,3,3,0,6480,"0.0",3650184
46,1,3,840,840,"43982.4","43982.4"
53,1,0,0,1650,"0.0","23017.5"
53,1,3,0,140,"0.0","29380.4"
53,1,5,0,190,"0.0","2044.4"
53,3,0,0,210,"0.0","2095.8"
4,1,1,0,58,"0.0","93253.56"
53,1,5,0,100,"0.0","79.0"
53,1,4,0,2,"0.0","901.88"
53,1,1,0,1,"0.0","9342.9"
1,1,3,0,60000,"0.0","4182600.0"
50,1,15,0,490,"0.0","25235.0"
50,1,0,0,20,"0.0","7435.6"
21,1,3,0,7200,"0.0","7344.0"
54,1,16,0,25,"0.0","50717.5"
54,1,1,0,13,"0.0","121457.7"
0,1,1,0,1090,"0.0","1368527.7"
70,2,0,0,160000,"0.0","70400.0"
53,7,16,0,6,"0.0","1074.0"
53,1,1,0,28,"0.0","36900.36"
53,1,1,0,16,"0.0","27626.56"
53,1,0,0,1320,"0.0","17780.4"
53,1,3,0,28,"0.0","2916.48"
53,1,4,0,15,"0.0","6764.1"
53,1,3,0,120,"0.0","16.8"
53,1,3,0,600,"0.0","42378.0"
53,1,5,0,84,"0.0","40334.28"
53,1,5,0,30,"0.0","322.8"
53,3,3,0,81,"0.0","120.69"
53,3,0,0,120,"0.0","1197.6"
53,3,3,0,364,"0.0","152.88"
71,3,3,0,900,"0.0","378.0"
69,1,10,360,360,"720.0","720.0"
53,1,0,0,22,"0.0","593.78"
53,1,5,0,30,"0.0","322.8"
13,1,0,0,470,"0.0","48790.7"
24,1,0,0,2,"0.0","504532.86"
24,1,0,0,3,"0.0","749469.06"
53,1,0,0,9,"0.0","242.91"
53,0,6,0,8400,"0.0","4116.0"
53,2,0,0,60,"0.0","627.6"
53,1,4,0,16,"0.0","8657.76"
53,1,0,0,20,"0.0","539.8"
53,1,0,0,28,"0.0","43.4"
72,1,3,0,1500,"0.0","150.0"
4,1,3,0,210,"0.0","390142.2"
53,7,16,0,15,"0.0","2685.0"
53,1,23,0,2,"0.0","70.0"
53,3,0,0,30,"0.0","299.4"
70,2,0,0,320,"0.0","1600.0"
53,1,1,0,84,"0.0","803882.52"
39,2,0,0,12000,"0.0","3240.0"
12,0,6,0,14400,"0.0","15696.0"
12,0,6,0,57600,"0.0","8064.0"
12,0,6,0,38400,"0.0","9216.0"
53,4,0,0,1,"0.0","10571.43"
53,1,3,0,600,"0.0","1992.0"
53,1,0,0,84,"0.0","141.96"
45,1,5,0,336,"0.0","40716.48"
53,7,5,0,600,"0.0","1026.0"
53,3,0,0,60,"0.0","598.8"
33,1,5,0,168,"0.0","40686.24"
10,0,6,0,19200,"0.0","921.6"
22,1,1,0,4,"0.0","1188611.32"
12,0,6,0,57600,"0.0","14112.0"
53,1,1,0,94,"0.0","863941.78"
73,1,3,0,60,"0.0","11.4"
4,1,16,0,6,"0.0","270.96"
53,2,0,0,98,"0.0","153.86"
53,1,3,0,240,"0.0","16725.6"
53,1,3,0,1000,"0.0","740.0"
53,1,3,0,360,"0.0","190.8"
53,1,3,0,120,"0.0","22326.0"
53,1,0,0,112,"0.0","322.56"
53,1,3,0,100,"0.0","19.0"
53,1,3,0,28,"0.0","154.56"
53,1,3,0,240,"0.0","16951.2"
53,3,3,0,112,"0.0","137.76"
53,3,5,0,120,"0.0","96.0"
53,3,3,0,81,"0.0","120.69"
53,3,3,0,210,"0.0","270.9"
53,3,0,0,30,"0.0","299.4"
53,3,3,0,180,"0.0","84.6"
53,3,3,0,1500,"0.0","840.0"
74,0,6,9600,9600,"8736.0","8736.0"
74,0,2,360000,360000,"9540.0","9540.0"
12,0,6,0,12600,"0.0","13797.0"
12,0,6,0,28800,"0.0","13824.0"
53,1,16,0,2,"0.0","22.8"
53,1,4,0,1,"0.0","450.94"
53,1,16,0,2,"0.0","363.4"
53,3,3,0,280,"0.0","344.4"
53,0,6,0,12400,"0.0","6076.0"
45,1,5,0,720,"0.0","51444.0"
53,1,4,0,2,"0.0","901.88"
53,1,0,0,2,"0.0","2117.42"
53,3,3,0,200,"0.0","54.0"
53,1,3,0,168,"0.0","319.2"
53,3,3,0,56,"0.0","25.2"
53,3,3,0,100,"0.0","27.0"
53,1,3,0,600,"0.0","41814.0"
53,1,1,0,28,"0.0","36900.36"
53,1,3,0,120,"0.0","136.8"
53,1,0,0,4,"0.0","1487.12"
53,0,6,0,24000,"0.0","11760.0"
53,1,0,0,32,"0.0","82.88"
53,1,1,0,42,"0.0","55350.54"
53,1,3,0,30,"0.0","34.2"
53,0,6,0,2500,"0.0","5675.0"
12,0,6,0,3600,"0.0","765.0"
12,0,2,0,180000,"0.0","18936.0"
12,0,6,0,9600,"0.0","1392.0"
12,0,6,0,28800,"0.0","14207.04"
12,0,6,0,24000,"0.0","7032.0"
4,1,3,0,360,"0.0","115423.2"
45,1,1,0,18,"0.0","210781.44"
22,1,0,0,96,"0.0","499138.56"
0,1,5,0,540,"0.0","15417.0"
0,1,0,0,37,"0.0","313089.93"
0,1,5,0,1890,"0.0","53959.5"
0,1,16,0,100,"0.0","522773.0"
22,1,24,2640,2640,"53724.0","53724.0"
53,1,3,0,90,"0.0","16744.5"
53,1,3,0,540,"0.0","178.2"
53,3,3,0,150,"0.0","372.0"
53,3,5,0,120,"0.0","265.2"
0,1,0,0,8,"0.0","68441.28"
50,1,0,0,18,"0.0","238306.32"
9,1,1,0,63,"0.0","6615.0"
4,1,3,0,720,"0.0","129463.2"
53,2,0,0,3,"0.0","117.0"
53,1,3,0,330,"0.0","108.9"
0,1,5,0,540,"0.0","16081.2"
53,1,3,0,60,"0.0","68.4"
53,1,0,0,12,"0.0","137.76"
53,1,0,0,168,"0.0","278.88"
53,1,16,0,3,"0.0","119.91"
53,3,3,0,180,"0.0","446.4"
53,3,3,0,28,"0.0","10.36"
53,3,3,0,180,"0.0","232.2"
53,3,0,0,60,"0.0","308.4"
16,3,3,15000,15000,"31050.0","31050.0"
0,1,1,0,18,"0.0","95874.66"
4,1,1,0,140,"0.0","225094.8"
4,1,3,0,720,"0.0","38959.2"
4,1,3,0,360,"0.0","64731.6"
66,1,16,0,100,"0.0","2116.0"
66,1,1,130,230,"33797.4","59795.4"
0,1,1,18,18,"95874.66","95874.66"
66,1,3,450,450,"175.5","175.5"
66,1,0,30,7980,"44.1","11730.6"
66,1,0,0,330,"0.0","676.5"
66,1,0,0,240,"0.0","309.6"
66,1,3,0,600,"0.0","234.0"
33,1,0,0,184,"0.0","3514.4"
33,1,4,0,120,"0.0","5238.0"
67,1,10,0,672,"0.0","90202.56"
66,3,3,2100,2100,"6768.93","6768.93"
66,1,3,0,924,"0.0","2624.16"
66,3,3,0,2700,"0.0","702.0"
66,1,0,390,1200,"1462.5","4500.0"
66,1,3,1728,1728,"3317.76","3317.76"
76,1,17,0,30,"0.0","29594.7"
76,1,17,0,30,"0.0","36369.9"
76,3,3,0,720,"0.0","4341.6"
76,1,17,0,112,"0.0","137277.28"
4,1,18,0,360,"0.0","16182.0"
4,1,16,10,10,"772.0","772.0"
0,1,5,0,1620,"0.0","46251.0"
0,1,5,0,1890,"0.0","53959.5"
21,3,3,0,1800,"0.0","4392.0"
77,1,0,0,1200,"0.0","1956.0"
45,1,3,0,6900,"0.0","40089.0"
50,1,3,0,3000,"0.0","10500.0"
45,1,24,1440,1440,"56692.8","56692.8"
67,1,10,0,504,"0.0","68392.8"
67,1,3,0,84,"0.0","12363.96"
67,1,3,0,546,"0.0","80365.74"
4,1,3,0,360,"0.0","38545.2"
21,1,3,0,180,"0.0","8456.4"
4,1,17,0,34,"0.0","87521.44"
45,1,5,0,360,"0.0","77353.2"
45,1,5,0,180,"0.0","15699.6"
4,1,3,1080,1080,"116910.0","116910.0"
4,3,3,0,1620,"0.0","2559.6"
4,1,3,0,360,"0.0","38970.0"
4,1,3,0,720,"0.0","77090.4"
45,1,0,0,1,"0.0","773.8"
66,1,0,0,600,"0.0","480.0"
66,1,3,0,480,"0.0","5673.6"
66,3,3,1470,2880,"1866.9","3657.6"
66,1,3,540,540,"1548.18","1548.18"
66,1,1,6,6,"822.0","822.0"
78,3,0,240,240,"1732.8","1732.8"
79,1,3,0,1200,"0.0","744.0"
79,1,5,0,600,"0.0","2544.0"
79,3,3,0,300,"0.0","5439.0"
13,1,0,0,70,"0.0","65099.3"
22,1,5,0,360,"0.0","75729.6"
77,1,8,0,1080,"0.0","3682.8"
50,1,1,0,7,"0.0","78667.26"
14,1,0,0,728,"0.0","10905.44"
4,1,3,0,364,"0.0","38562.16"
4,1,17,0,22,"0.0","57255.66"
4,1,3,0,1080,"0.0","116910.0"
4,1,17,6,6,"15615.18","15615.18"
4,1,3,0,720,"0.0","3938.4"
4,1,3,360,360,"38970.0","38970.0"
20,1,0,0,170,"0.0","16107.5"
0,1,3,0,1500,"0.0","1410.0"
0,1,0,0,16,"0.0","136882.56"
0,1,5,0,1620,"0.0","46753.2"
4,1,16,0,16,"0.0","732.32"
4,3,5,0,360,"0.0","2055.6"
4,1,3,0,720,"0.0","77940.0"
76,1,0,0,18,"0.0","43261.56"
76,1,1,0,34,"0.0","330951.24"
66,1,16,0,50,"0.0","1449.5"
66,3,0,0,300,"0.0","276.0"
66,3,3,10,1200,"10.9","1308.0"
66,3,5,0,1500,"0.0","2760.0"
66,1,3,0,1500,"0.0","7440.0"
66,1,3,1200,1200,"1164.0","1164.0"
77,1,0,0,180,"0.0","1015.2"
22,1,1,24,24,"108409.2","108409.2"
22,3,5,196,196,"1777.72","1777.72"
53,1,1,0,1,"0.0","528.28"
53,1,1,0,3,"0.0","2134.59"
53,1,4,0,4,"0.0","4044.12"
53,1,1,0,1,"0.0","856.74"
53,1,1,0,22,"0.0","22829.4"
45,1,5,0,360,"0.0","76561.2"
4,1,17,0,22,"0.0","57255.66"
4,1,3,0,910,"0.0","38820.6"
4,1,3,0,360,"0.0","116694.0"
24,1,1,0,5,"0.0","1043907.29"
53,1,5,0,28,"0.0","1512.84"
53,1,0,0,56,"0.0","92.96"
74,0,2,630000,630000,"17073.0","17073.0"
74,0,6,14400,14400,"1296.0","1296.0"
74,0,6,64800,64800,"8145.36","8145.36"
74,0,2,180000,180000,"6354.0","6354.0"
28,1,0,0,40,"0.0","1288.0"
12,0,6,0,45600,"0.0","11094.48"
12,0,6,0,9600,"0.0","4608.0"
12,0,6,0,48000,"0.0","21868.8"
12,0,6,0,43200,"0.0","10294.56"
12,0,6,0,50400,"0.0","6552.0"
12,0,6,72000,72000,"5947.2","5947.2"
12,0,6,0,43200,"0.0","5270.4"
12,0,6,0,62400,"0.0","8424.0"
4,1,16,0,10,"0.0","423.2"
0,1,5,0,810,"0.0","24121.8"
66,1,0,2460,2460,"797827.2","797827.2"
82,1,0,360,360,"3178.8","3178.8"
77,3,5,0,800,"0.0","6720.0"
79,1,3,840,840,"84.0","84.0"
22,3,5,0,196,"0.0","1777.72"
20,1,0,0,100,"0.0","62500.0"
0,1,10,0,378,"0.0","80661.42"
0,1,5,0,3510,"0.0","101298.6"
0,1,0,8,8,"68441.28","68441.28"
0,1,5,3510,3510,"101298.6","101298.6"
0,1,0,16,16,"136882.56","136882.56"
66,1,3,1440,1440,"2145.6","2145.6"
66,3,3,5100,5100,"8874.0","8874.0"
66,1,0,900,900,"826.47","826.47"
66,1,3,2400,2400,"2112.0","2112.0"
66,1,3,1350,1350,"1309.5","1309.5"
9,1,1,0,6,"0.0","51000.0"
77,1,3,600,600,"8490.0","8490.0"
66,1,3,0,90,"0.0","1053.0"
45,1,0,126,126,"93045.96","93045.96"
83,1,0,2600,2600,"5096.0","5096.0"
22,3,5,0,196,"0.0","1758.12"
22,1,5,1080,1080,"419893.2","419893.2"
58,1,5,45,45,"8588.25","8588.25"
84,1,16,130,130,"11165.7","11165.7"
85,1,1,180,180,"11113.2","11113.2"
85,1,5,225,225,"33300.0","33300.0"
85,1,5,30,30,"7500.0","7500.0"
85,1,5,130,130,"1196.0","1196.0"
66,1,3,600,600,"270.0","270.0"
66,1,3,1440,1440,"3484.8","3484.8"
66,1,3,560,560,"700.0","700.0"
66,1,0,600,600,"348.0","348.0"
53,1,5,0,180,"0.0","15699.6"
53,1,1,0,4,"0.0","1024.6"
53,1,3,0,240,"0.0","1394.4"
53,3,3,0,60,"0.0","148.8"
53,3,3,0,180,"0.0","284.4"
53,0,6,0,19200,"0.0","864.0"
0,1,0,0,8,"0.0","67695.12"
53,2,0,0,3,"0.0","117.0"
45,1,5,360,360,"74448.0","74448.0"
66,1,3,300,300,"420.0","420.0"
66,1,3,900,900,"873.0","873.0"
66,1,3,960,960,"1449.6","1449.6"
66,1,3,576,576,"2321.28","2321.28"
66,1,16,70,70,"370.3","370.3"
66,1,3,450,450,"175.5","175.5"
66,3,3,600,600,"1404.0","1404.0"
66,3,3,1800,1800,"2592.0","2592.0"
66,1,3,900,900,"864.0","864.0"
66,1,3,900,900,"1260.0","1260.0"
66,1,3,840,840,"1612.8","1612.8"
66,1,3,600,600,"751.98","751.98"
45,1,3,900,900,"22707.0","22707.0"
79,1,3,1500,1500,"150.0","150.0"
79,1,3,2100,2100,"158.76","158.76"
79,1,16,0,110,"0.0","1206.7"
79,1,16,20,30,"355.2","532.8"
79,1,0,980,980,"1940.4","1940.4"
79,1,15,0,10,"0.0","202.5"
79,3,3,2040,2940,"693.6","999.6"
28,1,0,0,2100,"0.0","52836.0"
28,1,0,0,3300,"0.0","80388.0"
4,1,5,0,56,"0.0","10611.44"
53,1,3,0,300,"0.0","1488.0"
53,1,16,0,4,"0.0","22.8"
53,1,1,0,2,"0.0","1423.06"
53,1,0,0,120,"0.0","322.8"
53,1,4,0,1,"0.0","450.94"
53,1,3,0,60,"0.0","6472.2"
53,1,0,0,870,"0.0","1278.9"
53,1,0,0,100,"0.0","10360.0"
53,3,3,0,60,"0.0","5.4"
53,3,3,0,120,"0.0","154.8"
53,3,3,0,270,"0.0","78.3"
76,1,5,0,720,"0.0","239054.4"
76,1,1,0,60,"0.0","351466.8"
76,1,1,0,60,"0.0","344271.6"
67,1,3,294,294,"42385.98","42385.98"
67,1,3,546,546,"78716.82","78716.82"
4,1,17,0,12,"0.0","31230.36"
4,1,3,1080,1080,"297453.6","297453.6"
4,1,3,180,180,"58347.0","58347.0"
4,1,10,0,360,"0.0","176691.6"
53,2,0,0,100,"0.0","27.0"
53,1,3,0,80,"0.0","7.2"
53,1,3,0,84,"0.0","463.68"
53,1,5,0,168,"0.0","80668.56"
53,1,3,0,420,"0.0","57926.4"
53,3,3,0,30,"0.0","2.7"
45,1,5,0,21,"0.0","13021.05"
86,0,6,0,76800,"0.0","9392.64"
